voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
5846,Bulker,37130.0,6,NEW PLYMOUTH,0.0002267353,"[1.0, 1.0, 1.0, 1.0, 0.99986]","[0.1114674, 0.24780319, 0.45083165, 0.62587447, 0.91170888]","[0.00010536, 8.967e-05, 8.967e-05, 8.967e-05, 0.00010558]","[1.17447e-05, 2.22193e-05, 4.04238e-05, 5.61191e-05, 9.62468e-05]"
5854,Tanker,22292.0,7,TAURANGA,0.0001894391,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01071431, 0.0393325, 0.13260179, 0.33443715, 0.56403431, 0.67260271]","[0.00011063, 0.00011623, 0.00013195, 0.00013195, 9.871e-05, 9.871e-05]","[1.1853e-06, 4.5715e-06, 1.74971e-05, 4.41297e-05, 5.56759e-05, 6.63927e-05]"
5859,Bulker,37516.0,7,TAURANGA,0.0002485954,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04179461, 0.11452336, 0.27783486, 0.50084372, 0.61742278, 0.66475657]","[0.00011174, 0.00013665, 0.00011174, 0.00011063, 0.00011063, 0.00011063]","[4.6699e-06, 1.56494e-05, 3.1044e-05, 5.54083e-05, 6.83055e-05, 7.3542e-05]"
5861,Bulker,37516.0,7,AUCKLAND,0.0003117142,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05082109, 0.1291588, 0.30937968, 0.49965158, 0.668865, 0.70473434]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[6.706e-06, 1.70428e-05, 4.08233e-05, 6.59301e-05, 8.82582e-05, 9.29912e-05]"
5864,Tanker,16297.0,7,TAURANGA,0.0002787275,"[1.0, 1.0, 1.0, 0.999989, 0.999961, 0.999999]","[0.01299712, 0.0420383, 0.12113465, 0.36541576, 0.7219411, 0.87011816]","[0.00011063, 0.00011063, 0.00011063, 0.00013371, 0.00013371, 0.00013088]","[1.4379e-06, 4.6507e-06, 1.34011e-05, 4.88586e-05, 9.65257e-05, 0.0001138799]"
5865,Tanker,16297.0,6,TAURANGA,0.0001966363,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.03488255, 0.1043977, 0.29336246, 0.58239673, 0.8309855]","[0.00011063, 0.0001061, 0.00013195, 9.871e-05, 0.00010291]","[3.8591e-06, 1.10767e-05, 3.87098e-05, 5.74884e-05, 8.55155e-05]"
5869,Bulker,38645.0,6,LYTTELTON,0.0001700372,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.10627643, 0.23706191, 0.39069438, 0.64055869, 0.66239561]","[8.288e-05, 8.288e-05, 8.288e-05, 8.382e-05, 8.382e-05]","[8.8086e-06, 1.96485e-05, 3.23821e-05, 5.36893e-05, 5.55196e-05]"
5870,Bulker,38645.0,5,TAURANGA,0.0001959413,"[1.0, 1.0, 1.0, 1.0]","[0.18174417, 0.4069638, 0.52454587, 0.64572345]","[0.00011688, 0.00010943, 0.00011063, 0.00011174]","[2.12422e-05, 4.45321e-05, 5.80305e-05, 7.21503e-05]"
5871,Bulker,38648.0,7,TAURANGA,0.000324246,"[1.0, 1.0, 1.0, 1.0, 0.999994, 0.999994]","[0.03938078, 0.09708068, 0.25122779, 0.47101441, 0.87056936, 0.89572906]","[9.871e-05, 9.871e-05, 0.00013195, 9.871e-05, 0.00013088, 0.00013088]","[3.8873e-06, 9.5828e-06, 3.315e-05, 4.64939e-05, 0.0001139383, 0.0001172312]"
5873,Bulker,38648.0,5,TAURANGA,0.0002229374,"[1.0, 1.0, 1.0, 1.0]","[0.2412205, 0.40644444, 0.56785754, 0.65537853]","[0.00012152, 0.00012152, 0.00012152, 0.00011482]","[2.93121e-05, 4.93894e-05, 6.90037e-05, 7.52502e-05]"
5876,Bulker,38671.0,7,NAPIER,0.0002740111,"[1.0, 1.0, 1.0, 1.0, 0.999996, 0.999982]","[0.04667627, 0.11873685, 0.28363613, 0.5349108, 0.82522161, 0.89613223]","[0.00012132, 0.00012132, 0.00010536, 7.916e-05, 0.00010558, 0.00010558]","[5.663e-06, 1.44057e-05, 2.98852e-05, 4.23427e-05, 8.71284e-05, 9.46139e-05]"
5883,Bulker,38652.0,5,NEW PLYMOUTH,0.0002745487,"[1.0, 1.0, 1.0, 0.999995]","[0.26111318, 0.43895911, 0.59293415, 0.90526675]","[0.00012132, 0.00012132, 0.00010536, 0.00014047]","[3.16795e-05, 5.32566e-05, 6.24743e-05, 0.0001271641]"
5886,Tanker,50068.0,7,TAURANGA,0.0001614598,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00331089, 0.01596606, 0.07150035, 0.24598027, 0.39209894, 0.69838599]","[0.00011553, 0.00011553, 0.00011553, 0.00011553, 0.00011553, 0.00011063]","[3.825e-07, 1.8446e-06, 8.2605e-06, 2.84185e-05, 4.52998e-05, 7.72624e-05]"
5891,Bulker,38929.0,5,NAPIER,0.000208355,"[1.0, 1.0, 1.0, 1.0]","[0.17671804, 0.39565402, 0.53441123, 0.66794425]","[0.00011797, 0.00013061, 0.00013061, 9.888e-05]","[2.08482e-05, 5.16768e-05, 6.98e-05, 6.60455e-05]"
5895,RoRo,15853.0,7,AUCKLAND,0.0002915942,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.18455864, 0.24114093, 0.31033095, 0.38067401, 0.44100097, 0.81924912]","[9.591e-05, 0.00013982, 0.00012123, 0.00012123, 0.00011161, 0.00013088]","[1.77007e-05, 3.37155e-05, 3.76212e-05, 4.61489e-05, 4.92189e-05, 0.0001072221]"
5897,Bulker,34442.0,6,NEW PLYMOUTH,0.0002821188,"[1.0, 1.0, 0.999995, 1.0, 0.999999]","[0.08867592, 0.18581091, 0.36426651, 0.61482525, 0.89870196]","[8.776e-05, 8.776e-05, 0.00014047, 0.00013117, 0.00014047]","[7.7821e-06, 1.63067e-05, 5.1169e-05, 8.06456e-05, 0.0001262425]"
5900,Bulker,34442.0,5,NELSON,0.0002324007,"[1.0, 1.0, 1.0, 0.999986]","[0.21845893, 0.4120673, 0.57599739, 0.9102186]","[0.00010536, 0.00010536, 0.00012132, 0.00010558]","[2.30179e-05, 4.34173e-05, 6.98827e-05, 9.61015e-05]"
5903,Bulker,34447.0,7,TIMARU,0.000185748,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04049248, 0.10479945, 0.28442399, 0.46288114, 0.63298719, 0.67144121]","[0.00012369, 8.382e-05, 8.382e-05, 8.382e-05, 8.382e-05, 8.382e-05]","[5.0086e-06, 8.7839e-06, 2.38394e-05, 3.8797e-05, 5.30547e-05, 5.62777e-05]"
5905,Bulker,34447.0,6,TAURANGA,0.0002770632,"[1.0, 1.0, 1.0, 1.0, 0.999999]","[0.09634405, 0.21775911, 0.4384777, 0.54257514, 0.89115478]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013088]","[9.5101e-06, 2.1495e-05, 5.78581e-05, 7.15939e-05, 0.0001166331]"
5927,Bulker,61588.0,5,NELSON,0.0002626616,"[1.0, 1.0, 1.0, 1.0]","[0.33971882, 0.57007429, 0.65856122, 0.68720337]","[0.00012132, 0.00012132, 0.00012132, 0.00010536]","[4.12163e-05, 6.91641e-05, 7.98997e-05, 7.2407e-05]"
5937,Tanker,17764.0,6,PORT CHALMERS,0.0001384296,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.02906429, 0.08861595, 0.29478241, 0.49727099, 0.62401717]","[8.676e-05, 8.676e-05, 9.354e-05, 9.354e-05, 8.676e-05]","[2.5215e-06, 7.688e-06, 2.7574e-05, 4.65149e-05, 5.41377e-05]"
5938,Tanker,17764.0,5,TAURANGA,0.0001807971,"[1.0, 1.0, 1.0, 1.0]","[0.10491908, 0.262985, 0.53682873, 0.64213242]","[0.00012142, 0.00012142, 9.704e-05, 0.00013088]","[1.27394e-05, 3.19319e-05, 5.20952e-05, 8.40415e-05]"
5943,Bulker,45429.0,5,AUCKLAND,0.000194989,"[1.0, 1.0, 1.0, 1.0]","[0.18792135, 0.30820695, 0.65258596, 0.68226757]","[0.00013195, 0.00013195, 9.704e-05, 9.704e-05]","[2.47966e-05, 4.06686e-05, 6.33286e-05, 6.6209e-05]"
5949,Bulker,37692.0,5,GISBORNE,0.000267705,"[1.0, 1.0, 1.0, 0.999997]","[0.24493837, 0.41349931, 0.54676864, 0.89275542]","[9.871e-05, 0.00013195, 0.00013195, 0.00013088]","[2.41779e-05, 5.45621e-05, 7.21473e-05, 0.0001168424]"
5954,General Cargo,37644.0,5,NELSON,0.0001843631,"[1.0, 1.0, 1.0, 1.0]","[0.37004097, 0.46140723, 0.63297632, 0.73533236]","[8.382e-05, 8.382e-05, 8.382e-05, 8.382e-05]","[3.10155e-05, 3.86735e-05, 5.30537e-05, 6.16328e-05]"
5956,Bulker,37655.0,5,LYTTELTON,0.0002306165,"[1.0, 1.0, 1.0, 1.0]","[0.25398334, 0.49766006, 0.59123473, 0.69041139]","[8.901e-05, 0.00011797, 0.00011797, 0.00011525]","[2.26069e-05, 5.87112e-05, 6.97506e-05, 7.95668e-05]"
5957,Bulker,37655.0,7,NAPIER,0.0002894858,"[0.999999, 1.0, 1.0, 0.999982, 1.0, 0.999999]","[0.04725067, 0.13734035, 0.29635211, 0.557645, 0.69309546, 0.89068216]","[0.00014047, 8.776e-05, 8.776e-05, 0.00010558, 8.776e-05, 0.00014047]","[6.6374e-06, 1.20529e-05, 2.60077e-05, 5.88763e-05, 6.08257e-05, 0.0001251159]"
5966,Container,35066.0,7,TAURANGA,0.0003102027,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999999]","[0.27625038, 0.29721368, 0.38765187, 0.45979183, 0.51497875, 0.57477474]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[3.17189e-05, 3.62875e-05, 4.48415e-05, 5.33121e-05, 6.88562e-05, 7.52257e-05]"
5967,Container,35066.0,7,NELSON,0.0002867904,"[1.0, 1.0, 0.999936, 0.999986, 0.999847, 0.999991]","[0.29197691, 0.38171447, 0.44718464, 0.48858329, 0.52870984, 0.57765581]","[8.676e-05, 8.787e-05, 8.814e-05, 0.00010558, 0.00010558, 0.00014047]","[2.5331e-05, 3.35394e-05, 3.94107e-05, 5.1585e-05, 5.58138e-05, 8.11438e-05]"
5968,Container,35066.0,7,TAURANGA,0.0002585939,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999999]","[0.20153535, 0.26784347, 0.29256141, 0.32911026, 0.4984398, 0.54556387]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00013371, 0.00013088]","[1.93289e-05, 2.79068e-05, 3.55508e-05, 3.77883e-05, 6.66432e-05, 7.14026e-05]"
5969,Container,35066.0,7,TAURANGA,0.0003256092,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.26167492, 0.35469558, 0.42254018, 0.47033323, 0.50758988, 0.56361884]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.11115e-05, 4.10293e-05, 4.89929e-05, 6.28868e-05, 6.78666e-05, 7.37657e-05]"
5970,Container,35066.0,7,TAURANGA,0.0003349263,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.28552467, 0.37311676, 0.44181552, 0.48390761, 0.51917507, 0.56298982]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.27838e-05, 4.31602e-05, 5.12278e-05, 6.47018e-05, 6.94155e-05, 7.36833e-05]"
5972,Container,35066.0,7,AUCKLAND,0.0003311857,"[1.0, 1.0, 0.998457, 0.999965, 0.999902, 0.999998]","[0.27689949, 0.35810413, 0.42598444, 0.47743909, 0.5163492, 0.56380674]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.38073e-05, 4.14236e-05, 4.9341e-05, 6.38353e-05, 6.90334e-05, 7.37902e-05]"
5973,Container,35066.0,7,TAURANGA,0.000313256,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2547294, 0.33846723, 0.41522649, 0.45392141, 0.49121931, 0.53775956]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.92479e-05, 3.91521e-05, 4.81449e-05, 6.06924e-05, 6.56778e-05, 7.03812e-05]"
5974,Container,35066.0,7,TAURANGA,0.0003289456,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.25575403, 0.35065367, 0.41741535, 0.48558379, 0.52538262, 0.56885176]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.04076e-05, 4.05618e-05, 4.83986e-05, 6.49259e-05, 7.02455e-05, 7.44505e-05]"
5975,Container,35031.0,7,TAURANGA,0.0003075402,"[0.854803, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.25975293, 0.28422728, 0.37260631, 0.44476601, 0.5294676, 0.57238044]","[0.00013909, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.0883e-05, 3.4702e-05, 4.31011e-05, 5.15699e-05, 7.07934e-05, 7.65293e-05]"
5976,Container,35031.0,7,TAURANGA,0.0003347883,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.28165267, 0.36899078, 0.43873254, 0.48337489, 0.52435817, 0.56695912]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.23392e-05, 4.26829e-05, 5.08703e-05, 6.46305e-05, 7.01085e-05, 7.42028e-05]"
5977,Container,35031.0,7,TAURANGA,0.0002831272,"[1.0, 1.0, 0.854803, 1.0, 0.999493, 0.999989]","[0.25658496, 0.28111369, 0.31147827, 0.42647574, 0.51146914, 0.57287194]","[0.00010419, 0.00012152, 0.00013909, 0.00011567, 0.00011601, 0.00013371]","[2.67338e-05, 3.41597e-05, 3.70328e-05, 4.93325e-05, 5.9304e-05, 7.65969e-05]"
5979,Container,35031.0,7,TAURANGA,0.0003113936,"[0.854803, 1.0, 1.0, 0.999493, 0.999999, 0.999989]","[0.26806786, 0.28969881, 0.38045151, 0.46129187, 0.52712195, 0.58118098]","[0.00013909, 0.00012209, 0.00011567, 0.00011601, 0.00013088, 0.00013371]","[3.18716e-05, 3.537e-05, 4.40086e-05, 5.34861e-05, 6.8989e-05, 7.77079e-05]"
5980,Container,35031.0,7,TAURANGA,0.00031006,"[0.854803, 1.0, 1.0, 0.999493, 0.999989, 0.999999]","[0.26752823, 0.29569503, 0.38647853, 0.45810697, 0.51352779, 0.57843655]","[0.00013909, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[3.18074e-05, 3.61021e-05, 4.47058e-05, 5.31168e-05, 6.86622e-05, 7.5705e-05]"
5981,Container,35031.0,7,TAURANGA,0.0003128038,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.23053472, 0.31717461, 0.37790611, 0.45289858, 0.52093787, 0.57091797]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.74091e-05, 3.66891e-05, 4.38176e-05, 6.05556e-05, 6.96512e-05, 7.4721e-05]"
5983,Container,35031.0,7,TAURANGA,0.0003107851,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.25298535, 0.32972163, 0.39188383, 0.45719231, 0.49658911, 0.53998725]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.90477e-05, 3.81405e-05, 4.54383e-05, 6.11297e-05, 6.63957e-05, 7.06728e-05]"
5984,Container,35031.0,7,TAURANGA,0.0003034352,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999999]","[0.26309956, 0.28357136, 0.36906939, 0.43866359, 0.51880207, 0.57855225]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[3.0209e-05, 3.46219e-05, 4.2692e-05, 5.08623e-05, 6.93674e-05, 7.57201e-05]"
5986,Container,35036.0,7,TAURANGA,0.0002900039,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.27940294, 0.29345334, 0.31581786, 0.4183232, 0.51361247, 0.58158722]","[0.00011482, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.20809e-05, 3.36942e-05, 3.85589e-05, 4.83894e-05, 5.95526e-05, 7.77622e-05]"
5987,Container,35036.0,7,TAURANGA,0.0002863082,"[1.0, 1.0, 0.854803, 1.0, 0.999493, 0.999989]","[0.2587118, 0.28296927, 0.31367374, 0.42534147, 0.51574218, 0.58864755]","[0.00010419, 0.00012152, 0.00013909, 0.00011567, 0.00011601, 0.00013371]","[2.69554e-05, 3.43852e-05, 3.72938e-05, 4.92013e-05, 5.97995e-05, 7.87062e-05]"
5988,Container,35036.0,7,TAURANGA,0.000308277,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999999]","[0.27701557, 0.29295143, 0.38098857, 0.4602904, 0.51288359, 0.57095056]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[3.18068e-05, 3.57671e-05, 4.40707e-05, 5.33699e-05, 6.8576e-05, 7.47252e-05]"
5989,Container,35036.0,7,TAURANGA,0.0003407265,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.28510737, 0.38267808, 0.44783876, 0.4900038, 0.52520819, 0.57263258]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.38975e-05, 4.42662e-05, 5.19262e-05, 6.55169e-05, 7.02222e-05, 7.49454e-05]"
5990,Container,35036.0,7,TAURANGA,0.0003287502,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.26578171, 0.35253695, 0.42876499, 0.47940102, 0.51455222, 0.57218419]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.05169e-05, 4.07796e-05, 4.97146e-05, 6.40992e-05, 6.87974e-05, 7.48867e-05]"
5991,Container,35036.0,7,TAURANGA,0.0003031725,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999999]","[0.23986938, 0.26601253, 0.38762391, 0.46922227, 0.5257754, 0.58335891]","[0.00010419, 0.00012152, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[2.49922e-05, 3.23247e-05, 4.48383e-05, 5.44056e-05, 7.02998e-05, 7.63492e-05]"
5992,Container,35036.0,7,TAURANGA,0.0003337823,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2684858, 0.36951927, 0.43984438, 0.47918434, 0.51562484, 0.57421427]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.19213e-05, 4.2744e-05, 5.09993e-05, 6.40702e-05, 6.89409e-05, 7.51524e-05]"
5993,Container,35036.0,7,TAURANGA,0.0002524161,"[1.0, 0.854803, 1.0, 1.0, 0.999493, 0.999989]","[0.21875546, 0.24921901, 0.26887434, 0.35817202, 0.43298669, 0.57970979]","[0.00010419, 0.00013909, 0.00011482, 0.00011567, 0.00011601, 0.00013371]","[2.27923e-05, 2.96306e-05, 3.0872e-05, 4.14315e-05, 5.02041e-05, 7.75112e-05]"
5994,Container,35036.0,7,TAURANGA,0.0003200186,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.25368625, 0.32802139, 0.39019376, 0.47566864, 0.51315791, 0.56304109]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.09731e-05, 3.79438e-05, 4.52424e-05, 6.36001e-05, 6.8611e-05, 7.369e-05]"
5995,Container,35036.0,7,TAURANGA,0.0003216672,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.24991276, 0.33400235, 0.40380575, 0.47587217, 0.51612352, 0.57246558]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.86949e-05, 3.86356e-05, 4.68206e-05, 6.36274e-05, 6.90075e-05, 7.49235e-05]"
5996,Container,35036.0,7,TAURANGA,0.0003199168,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.24085141, 0.33716794, 0.39977607, 0.46847059, 0.51570386, 0.5683018]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.86357e-05, 3.90018e-05, 4.63534e-05, 6.26377e-05, 6.89514e-05, 7.43785e-05]"
5999,Tanker,19956.0,7,TAURANGA,0.0002579019,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01445552, 0.05167667, 0.15193623, 0.37256006, 0.65345965, 0.72645218]","[0.0001061, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[1.5337e-06, 5.101e-06, 2.00483e-05, 4.91601e-05, 8.62254e-05, 9.58569e-05]"
6009,Bulker,37739.0,5,LYTTELTON,0.0002070781,"[1.0, 1.0, 1.0, 1.0]","[0.25886156, 0.44497741, 0.6002366, 0.62413769]","[8.901e-05, 8.901e-05, 0.00011797, 0.00011797]","[2.30411e-05, 3.96072e-05, 7.08126e-05, 7.36323e-05]"
6015,Bulker,37717.0,5,GISBORNE,0.0002303106,"[1.0, 1.0, 1.0, 1.0]","[0.20147286, 0.40346276, 0.54368207, 0.66935373]","[0.00012209, 0.00012209, 0.00012209, 0.0001346]","[2.45983e-05, 4.92597e-05, 6.63794e-05, 9.00919e-05]"
6016,Bulker,37717.0,6,TAURANGA,0.0002927156,"[1.0, 0.999989, 0.999999, 1.0, 0.999948]","[0.09312141, 0.26004494, 0.47640307, 0.76285829, 0.92448578]","[0.0001061, 0.00013371, 0.00013088, 0.00010291, 0.00011601]","[9.8802e-06, 3.47698e-05, 6.2351e-05, 7.85047e-05, 0.0001072414]"
6018,Bulker,37717.0,6,WELLINGTON,0.0003066085,"[1.0, 1.0, 0.999994, 0.999944, 0.999997]","[0.10211927, 0.23922897, 0.59513574, 0.80697591, 0.91225632]","[8.382e-05, 9.156e-05, 0.00010558, 0.00010558, 0.00014047]","[8.5593e-06, 2.19032e-05, 6.28354e-05, 8.51975e-05, 0.0001281461]"
6019,Bulker,37717.0,5,NAPIER,0.0002227447,"[1.0, 1.0, 1.0, 1.0]","[0.23603856, 0.39429988, 0.60286295, 0.63068887]","[0.00012132, 0.00010536, 0.00012369, 0.00012369]","[2.86373e-05, 4.15453e-05, 7.4569e-05, 7.80109e-05]"
6021,Bulker,37717.0,6,TAURANGA,0.0002558134,"[1.0, 1.0, 1.0, 1.0, 0.999999]","[0.11328476, 0.24382054, 0.41930402, 0.6445388, 0.80022745]","[9.871e-05, 9.871e-05, 9.871e-05, 0.00011553, 0.00013088]","[1.11823e-05, 2.40675e-05, 4.13895e-05, 7.44646e-05, 0.0001047327]"
6022,Bulker,37717.0,5,NEW PLYMOUTH,0.0002440937,"[1.0, 1.0, 1.0, 1.0]","[0.29586789, 0.492218, 0.60526213, 0.6187364]","[0.00012132, 0.00012132, 0.00012132, 0.00012132]","[3.58961e-05, 5.97182e-05, 7.34332e-05, 7.5068e-05]"
6023,Bulker,37732.0,7,PORT CHALMERS,0.0003175027,"[1.0, 1.0, 1.0, 0.999996, 0.999833, 0.999967]","[0.0427864, 0.11558057, 0.31498718, 0.58109589, 0.81661151, 0.9010217]","[0.00012132, 9.156e-05, 8.776e-05, 0.00010558, 0.00010558, 0.00014047]","[5.191e-06, 1.05823e-05, 2.76431e-05, 6.13532e-05, 8.62053e-05, 0.0001265642]"
6024,Bulker,37732.0,7,AUCKLAND,0.0003137874,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05211143, 0.14136899, 0.31685814, 0.5273905, 0.6431898, 0.69740828]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[6.8762e-06, 1.86539e-05, 4.18101e-05, 6.95903e-05, 8.48703e-05, 9.20245e-05]"
6026,Tanker,49904.0,5,TAURANGA,0.0002021557,"[0.999961, 1.0, 1.0, 1.0]","[0.0737311, 0.35119088, 0.64888122, 0.70930121]","[0.00013371, 9.871e-05, 9.871e-05, 0.00013195]","[9.8581e-06, 3.46661e-05, 6.40511e-05, 9.35938e-05]"
6030,Tanker,12689.0,5,LYTTELTON,0.0001434495,"[0.999991, 0.999995, 1.0, 1.0]","[0.09434294, 0.23673668, 0.56191291, 0.69332192]","[0.00014047, 0.00010558, 8.382e-05, 8.382e-05]","[1.32524e-05, 2.4995e-05, 4.70975e-05, 5.81117e-05]"
6032,Container,21475.0,7,TAURANGA,0.0002217062,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999989]","[0.23103689, 0.25130553, 0.27679556, 0.29185833, 0.31765209, 0.46928523]","[9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00011623, 0.00013371]","[2.28057e-05, 3.31603e-05, 3.21714e-05, 3.39221e-05, 3.69201e-05, 6.27466e-05]"
6033,Container,21475.0,6,TAURANGA,0.0001925348,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.27072134, 0.29818349, 0.33344433, 0.36046335, 0.38432713]","[9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00011924]","[2.67229e-05, 3.93459e-05, 3.87556e-05, 4.1896e-05, 4.58291e-05]"
6036,Container,21475.0,6,AUCKLAND,0.0001819924,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.23324013, 0.27953702, 0.30911409, 0.34062848, 0.37217373]","[0.00013195, 9.871e-05, 0.00013195, 0.00011623, 0.00011623]","[3.07765e-05, 2.75931e-05, 4.07883e-05, 3.95906e-05, 4.3257e-05]"
6037,Container,21475.0,7,TAURANGA,0.0002316949,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999989]","[0.23897277, 0.26295663, 0.28450174, 0.31522855, 0.33966536, 0.45300466]","[0.00013195, 9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[3.1533e-05, 2.59565e-05, 3.75406e-05, 3.66384e-05, 3.94786e-05, 6.05698e-05]"
6038,Container,21475.0,7,TAURANGA,0.0002490929,"[1.0, 1.0, 1.0, 0.999989, 0.999965, 0.999999]","[0.22945651, 0.25658321, 0.30950008, 0.36302133, 0.40319176, 0.45955215]","[0.00011623, 0.00011623, 9.704e-05, 0.00013371, 0.00013371, 0.00013088]","[2.66693e-05, 2.98222e-05, 3.00347e-05, 4.85384e-05, 5.39082e-05, 6.01455e-05]"
6040,Container,21475.0,6,AUCKLAND,0.0002090798,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.26862421, 0.29765517, 0.32917373, 0.36061783, 0.47217629]","[9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.65159e-05, 3.92762e-05, 3.82592e-05, 4.19139e-05, 6.31317e-05]"
6044,Container,21475.0,7,AUCKLAND,0.0002226136,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24033953, 0.27956614, 0.30019185, 0.32272504, 0.35284421, 0.37769138]","[0.00011623, 9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.79342e-05, 2.7596e-05, 3.96109e-05, 4.25843e-05, 4.10104e-05, 4.38983e-05]"
6045,Container,21475.0,7,AUCKLAND,0.0002207798,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25163869, 0.27424459, 0.29114301, 0.3063344, 0.33598575, 0.3603626]","[9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.48393e-05, 3.61872e-05, 3.84169e-05, 4.04215e-05, 3.9051e-05, 4.18842e-05]"
