imo,mmsi,vessel_name,vessel_type_raw,nbic_type_group,n_voyages
9692741,355148000,CORESKY OL,Bulk Carrier,Bulker,1
9693214,477654600,PILATUS VENTURE,Bulk Carrier,Bulker,1
9694414,563417000,MARINER,Container Ship,Container,8
9694438,563549000,MAJESTIC,Container Ship,Container,10
9697428,563004200,DALI,Container Ship,Container,1
9697636,538005188,SEAWAYS CASTLE HILL,Tanker,Tanker,1
9698252,538005751,WIDE INDIA,Container Ship,Container,4
9698628,538005732,SAN FELIPE,Container Ship,Container,1
9699206,563052800,MAERSK SAN VICENTE,Container Ship,Container,1
9699244,352712000,GAS KATE,Tanker,Tanker,3
9700287,311000243,AFRICAN RAVEN,General Cargo,General Cargo,1
9700299,311000317,AFRICAN ROOK,Bulk Carrier,Bulker,2
9700512,249011000,TITUS,Vehicle Carrier,RoRo,1
9700524,265012000,TRAVIATA,Vehicle Carrier,RoRo,1
9700794,311000259,AFRICAN HARRIER,Bulk Carrier,Bulker,1
9700940,565138000,IVS PHINDA,General Cargo,General Cargo,4
9701009,565577000,IVS THANDA,General Cargo,General Cargo,4
9701035,477348200,KANDA LOGGER,General Cargo,General Cargo,1
9701059,477252500,KULTUS COVE,Bulk Carrier,Bulker,1
9701243,636022717,ADALINE,Bulk Carrier,Bulker,1
9701451,477790300,PACIFIC HARMONY,General Cargo,General Cargo,1
9702443,229711000,THERMOPYLAE,Vehicle Carrier,RoRo,3
9702455,229710000,THALATTA,Vehicle Carrier,RoRo,2
9702522,538006435,CP GUANGZHOU,Bulk Carrier,Bulker,1
9703538,477193700,CHIPOL CHANGJIANG,Cargo,General Cargo,1
9703540,477006700,CHIPOL HUANGHE,General Cargo,General Cargo,1
9703590,563006900,MP ULTRAMAX 1,Cargo,General Cargo,1
9703655,538006164,NM CHERRY BLOSSOM,Cargo,General Cargo,1
9704855,538009258,STOCKHOLM EAGLE,Bulk Carrier,Bulker,1
9705304,477681700,NORTH ISLAND,Bulk Carrier,Bulker,1
9705316,477681400,NOBLE ISLAND,Bulk Carrier,Bulker,3
9706827,538005516,YANGTZE LEGEND,Bulk Carrier,Bulker,4
9706918,258872000,HOEGH TRAPPER,Vehicle Carrier,RoRo,2
9707807,538006005,STI OSCEOLA,Tanker,Tanker,1
9707819,215931000,VUKOVAR,Tanker,Tanker,2
9708215,538006130,ARDMORE SEAFOX,Tanker,Tanker,1
9708617,219179000,MAERSK TACOMA,Tanker,Tanker,1
9709312,374515000,DAIWAN JUSTICE,Bulk Carrier,Bulker,5
9709324,374547000,DAIWAN KALON,Bulk Carrier,Bulker,1
9709336,355835000,DAIWAN HERO,Bulk Carrier,Bulker,2
9709348,373836000,DAIWAN INFINITY,Bulk Carrier,Bulker,1
9710074,477637200,GOLDEN RESOLUTION,Tanker - Hazard C,Tanker,2
9710086,538006103,YANGTZE KEEPER,Bulk Carrier,Bulker,4
9710529,538006958,CP NANJING,Cargo,General Cargo,1
9710749,259274000,HOEGH TROTTER,Vehicle Carrier,RoRo,1
9711901,372638000,BC ZOE,Bulk Carrier,Bulker,1
9712462,477112200,DARYA TAPTI,Bulk Carrier,Bulker,1
9713167,235110509,BERGE HAKODATE,Bulk Carrier,Bulker,2
9713179,235111726,BERGE DAISETSU,Bulk Carrier,Bulker,1
9713181,235113778,BERGE ASAHIDAKE,Bulk Carrier,Bulker,1
9713222,232003534,BERGE RISHIRI,Bulk Carrier,Bulker,2
9713832,372480000,DAIWAN GLORY,Bulk Carrier,Bulker,3
9714238,565302000,HOIHOW,Bulk Carrier,Bulker,3
9714252,565562000,HUNAN,Bulk Carrier,Bulker,6
9714264,566829000,HUPEH,Bulk Carrier,Bulker,1
9714707,538006140,RUBY,Bulk Carrier,Bulker,1
9714800,563121200,THOR NIRAMIT,Bulk Carrier,Bulker,2
9714812,563122800,THOR NITNIRUND,Bulk Carrier,Bulker,2
9715191,477477200,LIANGCHOW,Bulk Carrier,Bulker,3
9715206,477737100,LINTAN,Bulk Carrier,Bulker,2
9715220,477713100,LUENHO,Bulk Carrier,Bulker,4
9715842,636020177,STAR MONICA,Bulk Carrier,Bulker,1
9718143,538006519,TOMINI SYMPHONY,Bulk Carrier,Bulker,1
9718636,477636900,OYSTER BAY,Bulk Carrier,Bulker,1
9719329,355696000,TS ALPHA,Bulk Carrier,Bulker,2
9719331,355962000,TS BRAVO,Bulk Carrier,Bulker,2
9719343,357254000,TS CHALLENGE,Bulk Carrier,Bulker,2
9719367,538006823,TS ECHO,Bulk Carrier,Bulker,1
9719379,538006824,TS FLOWER,Bulk Carrier,Bulker,4
9719381,538007025,TS GOLF,Bulk Carrier,Bulker,3
9720988,636022646,CL LINDY,Bulk Carrier,Bulker,1
9721554,477588100,PAKHOI,Bulk Carrier,Bulker,3
9721566,477915900,PEKIN,Bulk Carrier,Bulker,3
9721578,477027600,POWAN,Bulk Carrier,Bulker,5
9721580,477669100,POYANG,Bulk Carrier,Bulker,2
9722302,566044000,THEBEN,Vehicle Carrier,RoRo,3
9722314,563220000,THEMIS,Vehicle Carrier,RoRo,2
9722455,374275000,IYO SEA,Bulk Carrier,Bulker,1
9724013,319100600,MANCHAC SUN,Tanker,Tanker,2
9724025,319103100,CAJUN SUN,Tanker,Tanker,2
9724673,235113767,BRITISH SAILOR,Tanker,Tanker,3
9724958,212659000,NORDAMELIA,Container Ship,Container,11
9725304,258706000,LEIKANGER,Tanker,Tanker,2
9725316,258733000,MARI JONE,Tanker,Tanker,1
9725718,563002100,MAERSK SIRAC,Container Ship,Container,3
9726164,563933000,IVS TEMBE,General Cargo,General Cargo,2
9726176,477023500,KEY WEST,Bulk Carrier,Bulker,2
9726190,477333600,KODIAK ISLAND,Bulk Carrier,Bulker,1
9726229,477886100,MARAWAH ISLAND,Bulk Carrier,Bulker,1
9726669,563006800,MAERSK SHAMS,Container Ship,Container,2
9726839,565390000,JAYA OCEAN,Tanker,Tanker,2
9727285,477066200,GLENGYLE,Bulk Carrier,Bulker,2
9727297,356320000,AFRICAN ARROW,Bulk Carrier,Bulker,1
9728332,477314800,XING NING HAI,Bulk Carrier,Bulker,4
9728344,636021488,AMIDALA,Bulk Carrier,Bulker,2
9728356,477588200,XING ZHI HAI,Bulk Carrier,Bulker,2
9728368,636021487,AMILYN,Bulk Carrier,Bulker,4
9728394,477855600,YOCHOW,Bulk Carrier,Bulker,3
9728485,311000361,AFRICAN GOSHAWK,Bulk Carrier,Bulker,1
9729556,636016971,ARAGONA,Bulk Carrier,Bulker,1
9730347,210362000,SANTIAGO I,Tanker,Tanker,1
9731652,265021000,NABUCCO,Vehicle Carrier,RoRo,4
9731808,477915800,UNI BULKER,Cargo,General Cargo,1
9732266,538006921,PACIFIC A.DORODCHI,Tanker,Tanker,1
9732591,636017102,MAERSK SARAT,Container Ship,Container,3
9732979,258741000,MARI BOYLE,Tanker - Hazard B,Tanker,1
9733258,311001205,AFRICAN LOGRUNNER,Bulk Carrier,Bulker,3
9733260,229759000,LA CHAMBORDAIS,Bulk Carrier,Bulker,3
9733272,311001194,AFRICAN STORK,Bulk Carrier,Bulker,1
9733284,311001188,AFRICAN ORIOLE,Bulk Carrier,Bulker,4
9733765,563555000,GLOUCESTER EXPRESS,Cargo,General Cargo,1
9733777,565876000,GREYMAN EXPRESS,Cargo,General Cargo,1
9734173,477301800,CHIPOL TAIHU,General Cargo,General Cargo,2
9734185,477900800,CHIPOL DONGHAI,General Cargo,General Cargo,4
9734989,258075000,SPAR APUS,Bulk Carrier,Bulker,1
9735012,258731000,SPAR PAVO,Bulk Carrier,Bulker,1
9736406,477521600,SEAL ISLAND,Bulk Carrier,Bulker,1
9736418,374242000,AFRICAN BULKER,Cargo,General Cargo,4
9736626,477548800,GOLDEN ACE,Tanker,Tanker,1
9737046,311000383,AFRICAN JAY,Bulk Carrier,Bulker,1
9738375,538007169,TS INDEX,Bulk Carrier,Bulker,1
9738387,538007674,ES JASMINE,Bulk Carrier,Bulker,1
9738662,374909000,GOLDEN CREATION,Tanker,Tanker,2
9738727,357772000,TAIKOO BRILLIANCE,Bulk Carrier,Bulker,2
9738741,311000909,AFRICAN QUAIL,Bulk Carrier,Bulker,1
9738882,636021972,BERGE SNOWDON,Bulk Carrier,Bulker,2
9739707,572032001,NIVAGA 3,Passenger Ship,Passenger,1
9740419,477913400,SEAODYSSEY,Tanker,Tanker,1
9743502,563024900,MAGDALENA SCHULTE,Container Ship,Container,11
9743617,565370000,SPIRIT OF SEATREK,Bulk Carrier,Bulker,1
9744051,257972000,BERLINDA,Cargo,General Cargo,1
9744673,538009337,TS HAIPHONG,Container Ship,Container,1
9745902,538007007,FRONT ALTAIR,Crude Oil Tanker,Tanker,1
9747089,413349650,LIAN HUAN HU,Tanker,Tanker,1
9748435,374299000,IRIS K,Bulk Carrier,Bulker,3
9748485,205717000,LA TONDA,Bulk Carrier,Bulker,2
9749233,311000813,AFRICAN GANNET,General Cargo,General Cargo,2
9749403,354311000,CIARA ENTERPRISE,Bulk Carrier,Bulker,1
9749685,538007134,FAIRCHEM KATANA,Tanker,Tanker,1
9749831,477692500,NANAIMO BAY,Bulk Carrier,Bulker,1
9749843,477043300,NARUTO STRAIT,Bulk Carrier,Bulker,6
9749855,374696000,AMADEUS,Bulk Carrier,Bulker,1
9749946,353929000,ANDREA ENTERPRISE,Bulk Carrier,Bulker,6
9749958,372205000,REMY ENTERPRISE,Bulk Carrier,Bulker,2
9749960,355398000,SINLAU BULKER,Bulk Carrier,Bulker,1
9749984,353767000,MEHMET DADAYLI,Bulk Carrier,Bulker,3
9750000,311000567,AFRICAN HERON,Bulk Carrier,Bulker,6
9750206,563206200,STOLT HAGI,Tanker,Tanker,1
9750218,319105200,STOLT YURI,Tanker - Hazard B,Tanker,1
9755464,477669500,HONEY ISLAND,Bulk Carrier,Bulker,1
9755476,477023400,CRAMOND ISLAND,Bulk Carrier,Bulker,1
9755737,311000424,AFRICAN GROUSE,Bulk Carrier,Bulker,2
9755749,374922000,BERGE HALLASAN,General Cargo,General Cargo,1
9755854,354501000,CENTURION MEVIA,Bulk Carrier,Bulker,3
9755921,563038600,AUSTRALIAN BULKER,Bulk Carrier,Bulker,1
9756092,636092712,SEATRADE WHITE,Container Ship,Container,10
9756107,636092713,SEATRADE BLUE,Container Ship,Container,11
9757254,538007136,PALANCA MIAMI,Tanker,Tanker,1
9757541,538009520,TS KWANGYANG,Container Ship,Container,2
9757802,563930000,REIWA BREEZE,Bulk Carrier,Bulker,1
9757929,319093100,AKRA,Bulk Carrier,Bulker,1
9758090,353069000,FAIRCHEM SUCCESS,Tanker - Hazard B,Tanker,1
9760354,477181800,MAPLE AMBITION,Bulk Carrier,Bulker,1
9763631,477684600,MOUNT ASO,Bulk Carrier,Bulker,1
9763784,538090618,EIDSVAAG OMEGA,General Cargo,General Cargo,4
9764972,564168000,GUDALI EXPRESS,Livestock Carrier,General Cargo,1
9765598,636018248,AQUALEO,Bulk Carrier,Bulker,1
9765847,355286000,STAR SPIRIT,Cargo - Hazard A,General Cargo,1
9766231,374745000,SEACON MANILA,Bulk Carrier,Bulker,1
9767314,311000485,ST. COLUMBA,Bulk Carrier,Bulker,2
9768538,413490410,DA JI,General Cargo,General Cargo,3
9768564,413492450,DA GUI,General Cargo,General Cargo,1
9768928,440023000,PAN GRACE,Bulk Carrier,Bulker,2
9768930,477913300,TIENTSIN,Bulk Carrier,Bulker,3
9768954,477636600,TUNSIN,Bulk Carrier,Bulker,3
9772802,370744000,ENISHI,Bulk Carrier,Bulker,6
